customer_key,customer_id,customer_name,customer_segment
590,CUST100880,albert johnson,consumer
591,CUST100881,joshua williamson,consumer
592,CUST100882,alicia russo,consumer
593,CUST100884,michelle johnson,consumer
594,CUST100885,jennifer holder,consumer
595,CUST100886,james thompson,consumer
596,CUST100888,ryan walker,consumer
597,CUST100889,megan mata,consumer
598,CUST100890,ryan jacobs,consumer
599,CUST100891,jennifer dixon,consumer
600,CUST100893,ronnie brady,corporate
601,CUST100896,william goodman,small business
602,CUST100898,kristen mitchell,consumer
603,CUST100899,joshua mercado,consumer
604,CUST100900,courtney smith,consumer
605,CUST100902,zachary owen,consumer
606,CUST100904,christian cruz,consumer
607,CUST100905,brandon dunn,consumer
608,CUST100906,rachel brown,consumer
609,CUST100907,john harmon,consumer
610,CUST100908,kyle rodriguez,corporate
611,CUST100909,shelley mayer,small business
612,CUST100910,bradley roth,consumer
613,CUST100911,gregory simmons,small business
614,CUST100913,chris brown,consumer
615,CUST100914,tracy jones,small business
616,CUST100915,valerie johnston,consumer
617,CUST100917,ashley harris,small business
618,CUST100918,crystal jensen,small business
619,CUST100920,samuel taylor,consumer
620,CUST100921,john padilla,consumer
621,CUST100925,stephanie miller,corporate
622,CUST100926,paula lowery,consumer
623,CUST100927,julie thompson,corporate
624,CUST100928,alexander ramirez,corporate
625,CUST100929,jennifer weaver,small business
626,CUST100932,david barber,consumer
627,CUST100933,michael johnson,consumer
628,CUST100935,sharon bullock,consumer
629,CUST100936,jessica richards,consumer
630,CUST100938,melissa blake,corporate
631,CUST100940,marilyn henderson,consumer
632,CUST100942,thomas hampton,consumer
633,CUST100943,pamela bailey,consumer
634,CUST100944,andrew hebert,small business
635,CUST100945,kelli salazar,consumer
636,CUST100946,carol hudson,small business
637,CUST100947,lauren davila,small business
638,CUST100949,todd jenkins,consumer
639,CUST100951,dr. stephanie alvarado,corporate
640,CUST100953,jenna myers,corporate
641,CUST100954,regina stevenson,corporate
642,CUST100958,travis owens,consumer
643,CUST100959,amanda miller,consumer
644,CUST100961,amanda perry,small business
645,CUST100962,ashley kirby,small business
646,CUST100963,vanessa mendez,small business
647,CUST100966,jennifer hunt,consumer
648,CUST100967,mary nguyen,corporate
649,CUST100968,tara stokes,consumer
650,CUST100969,adrian johnston,consumer
651,CUST100970,brandon pitts,corporate
652,CUST100971,douglas torres,consumer
653,CUST100972,theresa mueller,consumer
654,CUST100973,bruce stuart,consumer
655,CUST100974,martin osborne,corporate
656,CUST100977,michael hill,corporate
657,CUST100978,peter clark,consumer
658,CUST100979,brenda walker,corporate
659,CUST100980,crystal larsen,corporate
660,CUST100981,cameron caldwell,consumer
661,CUST100982,marcus rodriguez,consumer
662,CUST100983,edward robertson,consumer
663,CUST100984,daniel huff,consumer
664,CUST100985,gregory savage,small business
665,CUST100988,charles estrada,consumer
666,CUST100990,dominic monroe,small business
667,CUST100991,paul bradley,consumer
668,CUST100992,daniel leblanc,consumer
669,CUST100993,linda smith,small business
670,CUST100995,debbie kerr,consumer
671,CUST100996,michael watts,consumer
672,CUST100997,robert lopez,small business
673,CUST100999,robert cooper,small business
674,CUST101003,john reed,small business
675,CUST101004,allen wheeler,small business
676,CUST101005,carolyn webster,consumer
677,CUST101006,kimberly charles,corporate
678,CUST101008,kevin kirby,corporate
679,CUST101009,timothy snyder,consumer
680,CUST101012,justin johnson,consumer
681,CUST101013,richard king,consumer
682,CUST101014,elizabeth anderson,consumer
683,CUST101015,frank ramirez,consumer
684,CUST101016,thomas andrews,consumer
685,CUST101017,dennis roberts dds,consumer
686,CUST101018,chase hughes,consumer
687,CUST101019,teresa whitaker,small business
688,CUST101021,valerie stewart,consumer
689,CUST101022,elizabeth perry,consumer
690,CUST101023,luke miles,consumer
691,CUST101024,adam allen,small business
692,CUST101025,jeffrey joseph,small business
693,CUST101026,amanda smith,small business
694,CUST101027,christopher morton,corporate
695,CUST101028,regina jensen,corporate
696,CUST101030,andrew myers,consumer
697,CUST101032,jeffrey browning,consumer
698,CUST101033,mrs. leah tucker md,corporate
699,CUST101036,travis benitez,consumer
700,CUST101039,bradley montgomery,consumer
701,CUST101040,melissa torres,corporate
702,CUST101041,anthony thompson,consumer
703,CUST101042,daniel williams,consumer
704,CUST101043,adam gordon,consumer
705,CUST101045,michael jones,consumer
706,CUST101046,melanie davidson,consumer
707,CUST101047,miranda robinson,consumer
708,CUST101048,albert smith,consumer
709,CUST101050,amy lowery,consumer
710,CUST101051,jason moore,consumer
711,CUST101053,mary lee,corporate
712,CUST101054,samantha wright,consumer
713,CUST101055,david stanton,consumer
714,CUST101056,mark ward,consumer
715,CUST101058,kimberly johnson,small business
716,CUST101059,christopher morris,consumer
717,CUST101060,matthew franklin,small business
718,CUST101061,david reid,consumer
719,CUST101062,randy shields,small business
720,CUST101063,teresa turner,corporate
721,CUST101064,jennifer hodge,consumer
722,CUST101066,karen hernandez,consumer
723,CUST101067,brenda brown,consumer
724,CUST101068,reginald clark,consumer
725,CUST101071,robyn velez,consumer
726,CUST101075,suzanne carroll,consumer
727,CUST101076,barbara russo,small business
728,CUST101077,lawrence rodriguez,consumer
729,CUST101078,michael reyes,consumer
730,CUST101079,connie davis,consumer
731,CUST101080,jonathan pacheco,consumer
732,CUST101081,jamie bender,small business
733,CUST101087,leah adams,consumer
734,CUST101088,angel lee,consumer
735,CUST101089,lindsey robinson,corporate
736,CUST101090,ryan thompson,consumer
737,CUST101091,jonathan harris,consumer
738,CUST101092,dana lopez,consumer
739,CUST101093,tina kelley,small business
740,CUST101094,wendy walton,consumer
741,CUST101095,jacqueline miller,small business
742,CUST101097,justin johnston,consumer
743,CUST101099,stephen harmon,consumer
744,CUST101100,jeremy hart,consumer
745,CUST101101,michael bolton,small business
746,CUST101102,thomas branch,corporate
747,CUST101103,julie alvarado,consumer
748,CUST101104,jake moore,consumer
749,CUST101105,john campbell,consumer
750,CUST101107,anita perez,corporate
751,CUST101108,daniel hood,consumer
752,CUST101109,antonio harris dds,consumer
753,CUST101110,edwin clark,small business
754,CUST101111,peter nguyen,corporate
755,CUST101114,jon washington,consumer
756,CUST101115,jessica pennington,consumer
757,CUST101119,amanda boone,consumer
758,CUST101120,ryan white,consumer
759,CUST101121,david gordon,consumer
760,CUST101123,sara richardson,corporate
761,CUST101125,caroline gonzalez,corporate
762,CUST101127,samantha brock,consumer
